Year,Month,Day,Hour,Minute,Temperature,Dew Point,DHI,DNI,GHI,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Wind Speed,
2017,1,1,0,0,4.4,4.4,0,0,0,100,164.66,0.12,998,2.6,N/A
2017,1,1,0,15,4.4,4.4,0,0,0,100,164.98,0.12,998,2.7,N/A
2017,1,1,0,30,4.4,4.4,0,0,0,100,164.61,0.12,998,2.7,N/A
2017,1,1,0,45,4.4,4.2,0,0,0,98.86,163.61,0.12,998,2.8000000000000003,N/A
2017,1,1,1,0,4.4,4.2,0,0,0,98.86,162.09,0.12,998,2.9000000000000004,N/A
2017,1,1,1,15,4.4,4.2,0,0,0,98.86,160.16,0.12,998,2.9000000000000004,N/A
2017,1,1,1,30,4.4,4.2,0,0,0,98.86,157.94,0.12,998,2.9000000000000004,N/A
2017,1,1,1,45,4.4,4.2,0,0,0,98.86,155.5,0.12,998,2.9000000000000004,N/A
2017,1,1,2,0,-0.6000000000000001,-2.6,0,0,0,86.29,152.92000000000002,0.12,1003,1.7000000000000002,N/A
2017,1,1,2,15,-0.6000000000000001,-2.6,0,0,0,86.29,150.22,0.12,1003,1.7000000000000002,N/A
2017,1,1,2,30,-0.6000000000000001,-2.6,0,0,0,86.29,147.43,0.12,1003,1.7000000000000002,N/A
2017,1,1,2,45,-0.6000000000000001,-2.7,0,0,0,85.54,144.6,0.12,1003,1.6,N/A
2017,1,1,3,0,-0.7000000000000001,-2.7,0,0,0,86.17,141.71,0.12,1003,1.6,N/A
2017,1,1,3,15,-0.7000000000000001,-2.7,0,0,0,86.08,138.8,0.12,1002,1.7000000000000002,N/A
2017,1,1,3,30,-0.7000000000000001,-2.7,0,0,0,86.08,135.87,0.12,1002,1.7000000000000002,N/A
2017,1,1,3,45,-0.7000000000000001,-2.8000000000000003,0,0,0,85.63,132.93,0.12,1002,1.7000000000000002,N/A
2017,1,1,4,0,-0.8,-2.8000000000000003,0,0,0,86.25,129.98,0.12,1002,1.7000000000000002,N/A
2017,1,1,4,15,-0.8,-2.8000000000000003,0,0,0,86.25,127.02,0.12,1002,1.7000000000000002,N/A
2017,1,1,4,30,-0.9,-2.8000000000000003,0,0,0,86.89,124.08,0.12,1002,1.8,N/A
2017,1,1,4,45,-0.9,-2.8000000000000003,0,0,0,86.86,121.13,0.12,1002,1.8,N/A
2017,1,1,5,0,-1,-2.8000000000000003,0,0,0,87.49,118.21000000000001,0.12,1002,1.8,N/A
2017,1,1,5,15,-1,-2.8000000000000003,0,0,0,87.49,115.29,0.12,1002,1.9000000000000001,N/A
2017,1,1,5,30,-1.1,-2.8000000000000003,0,0,0,88.14,112.4,0.12,1002,1.9000000000000001,N/A
2017,1,1,5,45,-1.1,-2.8000000000000003,0,0,0,88.13,109.52,0.12,1002,1.9000000000000001,N/A
2017,1,1,6,0,-1.1,-2.8000000000000003,0,0,0,88.13,106.68,0.12,1002,2,N/A
2017,1,1,6,15,-1.2000000000000002,-2.8000000000000003,0,0,0,88.77,103.86,0.12,1002,2,N/A
2017,1,1,6,30,-1.2000000000000002,-2.8000000000000003,0,0,0,88.77,101.08,0.12,1002,2,N/A
2017,1,1,6,45,-1.2000000000000002,-2.8000000000000003,0,0,0,88.58,98.34,0.12,1002,2.1,N/A
2017,1,1,7,0,-1.2000000000000002,-2.8000000000000003,0,0,0,88.67,95.64,0.12,1003,2.1,N/A
2017,1,1,7,15,-0.8,-2.8000000000000003,0,0,0,86.11,92.98,0.12,1003,2.2,N/A
2017,1,1,7,30,-0.4,-2.8000000000000003,0,0,0,83.64,89.82000000000001,0.12,1003,2.3000000000000003,N/A
2017,1,1,7,45,0.1,-2.4000000000000004,9,0,9,83.23,87.56,0.12,1003,2.4000000000000004,N/A
2017,1,1,8,0,0.5,-2.4000000000000004,21,0,21,80.86,85.18,0.12,1003,2.6,N/A
2017,1,1,8,15,0.9,-2.4000000000000004,36,0,36,78.56,82.83,0.12,1003,2.6,N/A
2017,1,1,8,30,1.3,-2.4000000000000004,44,565,137,76.34,80.52,0.12,1003,2.6,N/A
2017,1,1,8,45,1.8,-2.3000000000000003,50,634,178,74.36,78.3,0.12,1003,2.6,N/A
2017,1,1,9,0,2.2,-2.3000000000000003,55,685,219,72.27,76.16,0.12,1003,2.7,N/A
2017,1,1,9,15,2.6,-2.3000000000000003,103,24,109,70.25,74.11,0.12,1003,2.6,N/A
2017,1,1,9,30,3,-2.3000000000000003,63,760,295,68.29,72.18,0.12,1003,2.5,N/A
2017,1,1,9,45,3.4000000000000004,-2.1,65,794,331,67.41,70.37,0.12,1003,2.4000000000000004,N/A
2017,1,1,10,0,3.8000000000000003,-2.1,67,817,364,65.54,68.69,0.12,1003,2.3000000000000003,N/A
2017,1,1,10,15,4.3,-2.1,70,836,395,63.29,67.14,0.12,1003,2.2,N/A
2017,1,1,10,30,4.7,-2.1,72,852,422,61.54,65.75,0.12,1003,2,N/A
2017,1,1,10,45,5.2,-2.3000000000000003,76,856,444,58.29,64.52,0.12,1003,1.9000000000000001,N/A
2017,1,1,11,0,5.7,-2.3000000000000003,78,867,465,56.25,63.46,0.12,1002,1.8,N/A
2017,1,1,11,15,5.9,-2.3000000000000003,79,875,482,55.480000000000004,62.58,0.12,1002,1.7000000000000002,N/A
2017,1,1,11,30,6.2,-2.3000000000000003,80,882,495,54.34,61.88,0.12,1002,1.6,N/A
2017,1,1,11,45,6.5,-2.7,79,890,505,51.980000000000004,61.39,0.12,1002,1.5,N/A
2017,1,1,12,0,6.7,-2.7,80,892,511,51.27,61.08,0.12,1002,1.4000000000000001,N/A
2017,1,1,12,15,6.9,-2.7,80,893,513,50.57,60.980000000000004,0.12,1002,1.4000000000000001,N/A
2017,1,1,12,30,7,-2.7,79,892,511,50.18,61.09,0.12,1001,1.4000000000000001,N/A
2017,1,1,12,45,7.1000000000000005,-2.8000000000000003,78,892,506,49.5,61.39,0.12,1001,1.5,N/A
2017,1,1,13,0,7.300000000000001,-2.8000000000000003,78,888,496,48.83,61.9,0.12,1001,1.5,N/A
2017,1,1,13,15,7.300000000000001,-2.8000000000000003,77,881,483,48.83,62.6,0.12,1001,1.5,N/A
2017,1,1,13,30,7.300000000000001,-2.8000000000000003,76,873,466,48.83,63.480000000000004,0.12,1001,1.6,N/A
2017,1,1,13,45,7.300000000000001,-2.6,76,856,444,49.34,64.55,0.12,1001,1.6,N/A
2017,1,1,14,0,7.300000000000001,-2.6,75,842,420,49.34,65.78,0.12,1001,1.7000000000000002,N/A
2017,1,1,14,15,7.2,-2.6,73,826,393,49.68,67.18,0.12,1001,1.7000000000000002,N/A
2017,1,1,14,30,7,-2.6,70,806,363,50.31,68.72,0.12,1000,1.6,N/A
2017,1,1,14,45,6.800000000000001,-1.6,67,783,330,55.160000000000004,70.41,0.12,1000,1.6,N/A
2017,1,1,15,0,6.7,-1.6,64,754,294,55.54,72.23,0.12,1000,1.6,N/A
2017,1,1,15,15,6.1000000000000005,-1.6,60,720,257,57.88,74.16,0.12,1000,1.6,N/A
2017,1,1,15,30,5.5,-1.6,56,677,217,60.33,76.2,0.12,1000,1.6,N/A
2017,1,1,15,45,4.9,-1.8,51,626,177,61.81,78.35000000000001,0.12,1000,1.6,N/A
2017,1,1,16,0,4.3,-1.8,45,560,136,64.46000000000001,80.58,0.12,1000,1.6,N/A
2017,1,1,16,15,4,-1.8,37,476,96,65.82000000000001,82.88,0.12,1000,1.6,N/A
2017,1,1,16,30,3.6,-1.8,28,365,59,67.77,85.24,0.12,1001,1.7000000000000002,N/A
2017,1,1,16,45,3.3000000000000003,-2.6,9,0,9,65.4,87.62,0.12,1001,1.7000000000000002,N/A
2017,1,1,17,0,3,-2.6,0,0,0,66.8,89.88,0.12,1001,1.7000000000000002,N/A
2017,1,1,17,15,2.9000000000000004,-2.6,0,0,0,67.27,93.04,0.12,1001,1.7000000000000002,N/A
2017,1,1,17,30,2.8000000000000003,-2.6,0,0,0,67.75,95.7,0.12,1001,1.7000000000000002,N/A
2017,1,1,17,45,2.7,-2.6,0,0,0,68.18,98.4,0.12,1001,1.7000000000000002,N/A
2017,1,1,18,0,2.6,-2.6,0,0,0,68.67,101.14,0.12,1001,1.7000000000000002,N/A
2017,1,1,18,15,2.5,-2.6,0,0,0,69.15,103.93,0.12,1001,1.7000000000000002,N/A
2017,1,1,18,30,2.5,-2.6,0,0,0,69.15,106.74000000000001,0.12,1001,1.7000000000000002,N/A
2017,1,1,18,45,2.4000000000000004,-2.6,0,0,0,69.43,109.59,0.12,1001,1.7000000000000002,N/A
2017,1,1,19,0,2.3000000000000003,-2.6,0,0,0,69.92,112.46000000000001,0.12,1001,1.6,N/A
2017,1,1,19,15,2.2,-2.6,0,0,0,70.42,115.36,0.12,1001,1.6,N/A
2017,1,1,19,30,2.2,-2.6,0,0,0,70.49,118.27,0.12,1002,1.6,N/A
2017,1,1,19,45,2.1,-2.6,0,0,0,70.83,121.2,0.12,1002,1.6,N/A
2017,1,1,20,0,2,-2.6,0,0,0,71.33,124.14,0.12,1002,1.6,N/A
2017,1,1,20,15,2,-2.6,0,0,0,71.33,127.09,0.12,1002,1.5,N/A
2017,1,1,20,30,1.9000000000000001,-2.6,0,0,0,71.84,130.04,0.12,1002,1.5,N/A
2017,1,1,20,45,1.8,-2.6,0,0,0,72.53,132.99,0.12,1002,1.5,N/A
2017,1,1,21,0,1.8,-2.6,0,0,0,72.53,135.93,0.12,1002,1.5,N/A
2017,1,1,21,15,1.7000000000000002,-2.6,0,0,0,73.05,138.86,0.12,1002,1.5,N/A
2017,1,1,21,30,1.7000000000000002,-2.6,0,0,0,73.05,141.77,0.12,1002,1.5,N/A
2017,1,1,21,45,1.6,-2.5,0,0,0,74.3,144.65,0.12,1002,1.5,N/A
2017,1,1,22,0,1.5,-2.5,0,0,0,74.84,147.48,0.12,1002,1.5,N/A
2017,1,1,22,15,1.5,-2.5,0,0,0,74.84,150.26,0.12,1002,1.5,N/A
2017,1,1,22,30,1.4000000000000001,-2.5,0,0,0,75.37,152.95000000000002,0.12,1002,1.5,N/A
2017,1,1,22,45,1.3,-2.3000000000000003,0,0,0,76.86,155.53,0.12,1002,1.5,N/A
2017,1,1,23,0,1.2000000000000002,-2.3000000000000003,0,0,0,77.42,157.96,0.12,1002,1.5,N/A
2017,1,1,23,15,1.2000000000000002,-2.3000000000000003,0,0,0,77.42,160.16,0.12,1002,1.5,N/A
2017,1,1,23,30,1.1,-2.3000000000000003,0,0,0,77.97,162.07,0.12,1002,1.5,N/A
2017,1,1,23,45,1,-2.2,0,0,0,79.35000000000001,163.57,0.12,1001,1.5,N/A
2017,1,2,0,0,1,-2.2,0,0,0,79.35000000000001,164.53,0.12,1001,1.5,N/A
2017,1,2,0,15,0.9,-2.2,0,0,0,79.92,164.87,0.12,1001,1.5,N/A
2017,1,2,0,30,0.8,-2.2,0,0,0,80.5,164.53,0.12,1001,1.5,N/A
2017,1,2,0,45,0.8,-2,0,0,0,81.27,163.56,0.12,1001,1.5,N/A
2017,1,2,1,0,0.7000000000000001,-2,0,0,0,81.86,162.06,0.12,1001,1.5,N/A
2017,1,2,1,15,0.7000000000000001,-2,0,0,0,81.86,160.16,0.12,1001,1.5,N/A
2017,1,2,1,30,0.7000000000000001,-2,0,0,0,81.86,157.95000000000002,0.12,1001,1.5,N/A
2017,1,2,1,45,0.7000000000000001,-2,0,0,0,81.86,155.52,0.12,1001,1.5,N/A
2017,1,2,2,0,0.5,-2,0,0,0,83.61,152.94,0.13,1001,1.5,N/A
2017,1,2,2,15,0.5,-2,0,0,0,83.61,150.25,0.13,1001,1.6,N/A
2017,1,2,2,30,0.4,-2,0,0,0,84.22,147.47,0.13,1001,1.6,N/A
2017,1,2,2,45,0.4,-1.9000000000000001,0,0,0,84.61,144.64000000000001,0.13,1001,1.6,N/A
2017,1,2,3,0,0.30000000000000004,-1.9000000000000001,0,0,0,85.22,141.76,0.13,1001,1.6,N/A
2017,1,2,3,15,0.30000000000000004,-1.9000000000000001,0,0,0,85.22,138.85,0.13,1001,1.6,N/A
2017,1,2,3,30,0.2,-1.9000000000000001,0,0,0,85.84,135.92000000000002,0.13,1001,1.6,N/A
2017,1,2,3,45,0.2,-1.9000000000000001,0,0,0,85.83,132.97,0.13,1001,1.6,N/A
2017,1,2,4,0,0.1,-1.9000000000000001,0,0,0,86.37,130.02,0.13,1000,1.6,N/A
2017,1,2,4,15,0.1,-1.9000000000000001,0,0,0,86.46000000000001,127.07000000000001,0.13,1001,1.6,N/A
2017,1,2,4,30,0,-1.9000000000000001,0,0,0,87.08,124.12,0.13,1001,1.6,N/A
2017,1,2,4,45,0,-1.9000000000000001,0,0,0,86.89,121.18,0.13,1001,1.6,N/A
2017,1,2,5,0,-0.1,-1.9000000000000001,0,0,0,87.52,118.25,0.13,1001,1.6,N/A
2017,1,2,5,15,-0.1,-1.9000000000000001,0,0,0,87.52,115.34,0.13,1001,1.6,N/A
2017,1,2,5,30,-0.1,-1.9000000000000001,0,0,0,87.52,112.44,0.13,1001,1.6,N/A
2017,1,2,5,45,-0.2,-2,0,0,0,87.82000000000001,109.57000000000001,0.13,1001,1.6,N/A
2017,1,2,6,0,-0.2,-2,0,0,0,87.82000000000001,106.72,0.13,1001,1.6,N/A
2017,1,2,6,15,-0.2,-2,0,0,0,87.82000000000001,103.9,0.13,1001,1.6,N/A
2017,1,2,6,30,-0.1,-2,0,0,0,87.18,101.11,0.13,1001,1.7000000000000002,N/A
2017,1,2,6,45,-0.1,-2.1,0,0,0,86.66,98.37,0.13,1001,1.7000000000000002,N/A
2017,1,2,7,0,-0.1,-2.1,0,0,0,86.66,95.66,0.13,1001,1.7000000000000002,N/A
2017,1,2,7,15,0.2,-2.1,0,0,0,84.79,93.01,0.13,1001,1.8,N/A
2017,1,2,7,30,0.6000000000000001,-2.1,0,0,0,82.38,89.84,0.13,1001,1.8,N/A
2017,1,2,7,45,1,-1.6,9,0,9,82.79,87.58,0.13,1002,1.9000000000000001,N/A
2017,1,2,8,0,1.3,-1.6,21,0,21,81.03,85.2,0.13,1002,1.9000000000000001,N/A
2017,1,2,8,15,1.8,-1.6,36,0,36,78.18,82.84,0.13,1002,2,N/A
2017,1,2,8,30,2.2,-1.6,42,584,138,75.98,80.53,0.13,1002,2,N/A
2017,1,2,8,45,2.6,-1.5,48,651,180,74.63,78.3,0.13,1002,2,N/A
2017,1,2,9,0,3.1,-1.5,52,702,221,72.04,76.15,0.13,1002,2,N/A
2017,1,2,9,15,3.6,-1.5,103,23,109,69.54,74.11,0.13,1002,1.9000000000000001,N/A
2017,1,2,9,30,4.1000000000000005,-1.5,60,776,298,67.15,72.17,0.13,1002,1.8,N/A
2017,1,2,9,45,4.6000000000000005,-1.5,63,806,334,64.77,70.35000000000001,0.13,1002,1.7000000000000002,N/A
2017,1,2,10,0,5.1000000000000005,-1.5,65,829,367,62.550000000000004,68.66,0.13,1002,1.6,N/A
2017,1,2,10,15,5.5,-1.5,68,848,397,60.84,67.11,0.13,1002,1.6,N/A
2017,1,2,10,30,5.9,-1.5,70,863,425,59.18,65.71000000000001,0.13,1002,1.5,N/A
2017,1,2,10,45,6.300000000000001,-1.9000000000000001,81,841,443,55.86,64.47,0.13,1002,1.4000000000000001,N/A
2017,1,2,11,0,6.800000000000001,-1.9000000000000001,83,852,464,53.97,63.410000000000004,0.13,1002,1.3,N/A
2017,1,2,11,15,7,-1.9000000000000001,84,861,481,53.19,62.52,0.13,1001,1.3,N/A
2017,1,2,11,30,7.2,-1.9000000000000001,85,868,495,52.46,61.82,0.13,1001,1.3,N/A
2017,1,2,11,45,7.5,-2.2,83,880,505,50.11,61.31,0.13,1001,1.3,N/A
2017,1,2,12,0,7.7,-2.2,83,882,511,49.43,61,0.13,1001,1.3,N/A
2017,1,2,12,15,7.800000000000001,-2.2,84,883,513,49.1,60.9,0.13,1001,1.3,N/A
2017,1,2,12,30,7.9,-2.2,84,883,512,48.76,60.99,0.13,1001,1.3,N/A
2017,1,2,12,45,8,-2.5,82,885,507,47.65,61.29,0.13,1000,1.3,N/A
2017,1,2,13,0,8.200000000000001,-2.5,81,881,497,47.01,61.79,0.13,1000,1.3,N/A
2017,1,2,13,15,8.200000000000001,-2.5,80,874,484,47.01,62.49,0.13,1000,1.3,N/A
2017,1,2,13,30,8.200000000000001,-2.5,79,866,467,47.01,63.370000000000005,0.13,1000,1.3,N/A
2017,1,2,13,45,8.200000000000001,-2.5,83,838,444,46.84,64.43,0.13,1000,1.3,N/A
2017,1,2,14,0,8.200000000000001,-2.5,81,824,420,46.84,65.66,0.13,1000,1.3,N/A
2017,1,2,14,15,8,-2.5,79,807,393,47.480000000000004,67.05,0.13,1000,1.2000000000000002,N/A
2017,1,2,14,30,7.9,-2.5,76,787,363,47.800000000000004,68.60000000000001,0.13,1000,1.1,N/A
2017,1,2,14,45,7.7,-1.7000000000000002,72,768,331,51.59,70.28,0.13,1000,1,N/A
2017,1,2,15,0,7.5,-1.7000000000000002,69,738,296,52.300000000000004,72.09,0.13,1000,0.9,N/A
2017,1,2,15,15,7.2,-1.7000000000000002,65,702,258,53.38,74.03,0.13,1000,0.8,N/A
2017,1,2,15,30,6.800000000000001,-1.7000000000000002,60,658,219,54.86,76.07000000000001,0.13,1000,0.8,N/A
2017,1,2,15,45,6.5,-2.4000000000000004,54,610,179,52.89,78.21000000000001,0.13,1000,0.8,N/A
2017,1,2,16,0,6.1000000000000005,-2.4000000000000004,48,542,138,54.36,80.44,0.13,1000,0.7000000000000001,N/A
2017,1,2,16,15,6,-2.4000000000000004,40,455,98,54.74,82.74,0.13,1000,0.7000000000000001,N/A
2017,1,2,16,30,5.9,-2.4000000000000004,31,342,60,55.120000000000005,85.11,0.13,1000,0.6000000000000001,N/A
2017,1,2,16,45,5.7,-3.1,19,199,28,52.99,87.49,0.13,1000,0.6000000000000001,N/A
2017,1,2,17,0,5.6000000000000005,-3.1,0,0,0,53.36,89.77,0.13,1000,0.5,N/A
2017,1,2,17,15,5.5,-3.1,0,0,0,53.730000000000004,92.9,0.13,1000,0.5,N/A
2017,1,2,17,30,5.4,-3.1,0,0,0,54.1,95.56,0.13,1000,0.5,N/A
2017,1,2,17,45,5.300000000000001,-3.1,0,0,0,54.81,98.26,0.13,1000,0.5,N/A
2017,1,2,18,0,5.2,-3.1,0,0,0,55.2,101,0.13,1000,0.4,N/A
2017,1,2,18,15,5,-3.1,0,0,0,55.97,103.79,0.13,1000,0.5,N/A
2017,1,2,18,30,4.9,-3.1,0,0,0,56.36,106.60000000000001,0.13,1000,0.6000000000000001,N/A
2017,1,2,18,45,4.7,-2.8000000000000003,0,0,0,58.43,109.45,0.13,1001,0.7000000000000001,N/A
2017,1,2,19,0,4.5,-2.8000000000000003,0,0,0,59.25,112.32000000000001,0.13,1001,0.8,N/A
2017,1,2,19,15,4.4,-2.8000000000000003,0,0,0,59.660000000000004,115.22,0.13,1001,0.9,N/A
2017,1,2,19,30,4.2,-2.8000000000000003,0,0,0,60.5,118.13,0.13,1001,1,N/A
2017,1,2,19,45,4,-2.3000000000000003,0,0,0,63.64,121.06,0.13,1001,1.1,N/A
2017,1,2,20,0,3.8000000000000003,-2.3000000000000003,0,0,0,64.54,124,0.13,1001,1.2000000000000002,N/A
2017,1,2,20,15,3.6,-2.3000000000000003,0,0,0,65.45,126.95,0.13,1001,1.3,N/A
2017,1,2,20,30,3.4000000000000004,-2.3000000000000003,0,0,0,66.38,129.9,0.13,1001,1.3,N/A
2017,1,2,20,45,3.2,-1.7000000000000002,0,0,0,70.24,132.85,0.13,1001,1.4000000000000001,N/A
2017,1,2,21,0,3,-1.7000000000000002,0,0,0,71.24,135.79,0.13,1001,1.5,N/A
2017,1,2,21,15,2.9000000000000004,-1.7000000000000002,0,0,0,71.74,138.72,0.13,1001,1.6,N/A
2017,1,2,21,30,2.7,-1.7000000000000002,0,0,0,72.77,141.63,0.13,1001,1.6,N/A
2017,1,2,21,45,2.5,-1.2000000000000002,0,0,0,76.34,144.51,0.13,1001,1.6,N/A
2017,1,2,22,0,2.3000000000000003,-1.2000000000000002,0,0,0,77.43,147.34,0.13,1001,1.7000000000000002,N/A
2017,1,2,22,15,2.3000000000000003,-1.2000000000000002,0,0,0,77.43,150.12,0.13,1001,1.7000000000000002,N/A
2017,1,2,22,30,2.2,-1.2000000000000002,0,0,0,77.99,152.81,0.13,1001,1.7000000000000002,N/A
2017,1,2,22,45,2.1,-0.9,0,0,0,80.51,155.39000000000001,0.13,1001,1.8,N/A
2017,1,2,23,0,2,-0.9,0,0,0,81.08,157.82,0.13,1001,1.8,N/A
2017,1,2,23,15,1.9000000000000001,-0.9,0,0,0,81.66,160.02,0.13,1001,1.8,N/A
2017,1,2,23,30,1.9000000000000001,-0.9,0,0,0,81.66,161.93,0.13,1001,1.9000000000000001,N/A
2017,1,2,23,45,1.8,-0.7000000000000001,0,0,0,83.55,163.44,0.13,1001,1.9000000000000001,N/A
2017,1,3,0,0,1.8,-0.7000000000000001,0,0,0,83.55,164.42000000000002,0.13,1001,1.9000000000000001,N/A
2017,1,3,0,15,1.7000000000000002,-0.7000000000000001,0,0,0,84.15,164.78,0.13,1001,2,N/A
2017,1,3,0,30,1.7000000000000002,-0.7000000000000001,0,0,0,84.15,164.46,0.13,1001,2,N/A
2017,1,3,0,45,1.7000000000000002,-0.6000000000000001,0,0,0,84.86,163.51,0.13,1001,2,N/A
2017,1,3,1,0,1.7000000000000002,-0.6000000000000001,0,0,0,84.86,162.04,0.13,1001,2.1,N/A
2017,1,3,1,15,1.7000000000000002,-0.6000000000000001,0,0,0,84.86,160.15,0.13,1001,2.1,N/A
2017,1,3,1,30,1.7000000000000002,-0.6000000000000001,0,0,0,84.86,157.95000000000002,0.13,1001,2.1,N/A
2017,1,3,1,45,1.7000000000000002,-0.6000000000000001,0,0,0,84.86,155.54,0.13,1001,2.1,N/A
2017,1,3,2,0,1.8,-0.5,0,0,0,84.8,152.96,0.13,1001,2.2,N/A
2017,1,3,2,15,1.8,-0.5,0,0,0,84.72,150.28,0.13,1000,2.2,N/A
2017,1,3,2,30,1.8,-0.5,0,0,0,84.72,147.51,0.13,1000,2.2,N/A
2017,1,3,2,45,1.8,-0.4,0,0,0,85.3,144.67000000000002,0.13,1000,2.2,N/A
2017,1,3,3,0,1.9000000000000001,-0.4,0,0,0,84.69,141.8,0.13,1000,2.3000000000000003,N/A
2017,1,3,3,15,1.9000000000000001,-0.4,0,0,0,84.69,138.89000000000001,0.13,1000,2.3000000000000003,N/A
2017,1,3,3,30,2,-0.4,0,0,0,84.09,135.96,0.13,1000,2.3000000000000003,N/A
2017,1,3,3,45,2,-0.30000000000000004,0,0,0,85.02,133.02,0.13,1000,2.3000000000000003,N/A
2017,1,3,4,0,2,-0.30000000000000004,0,0,0,85.02,130.07,0.13,1000,2.3000000000000003,N/A
2017,1,3,4,15,2.1,-0.30000000000000004,0,0,0,84.41,127.11,0.13,1000,2.3000000000000003,N/A
2017,1,3,4,30,2.1,-0.30000000000000004,0,0,0,84.41,124.16,0.13,1000,2.3000000000000003,N/A
2017,1,3,4,45,2.1,-0.1,0,0,0,85.23,121.22,0.13,1000,2.4000000000000004,N/A
2017,1,3,5,0,2.1,-0.1,0,0,0,85.23,118.29,0.13,1000,2.4000000000000004,N/A
2017,1,3,5,15,2.1,-0.1,0,0,0,85.23,115.37,0.13,1000,2.4000000000000004,N/A
2017,1,3,5,30,2.1,-0.1,0,0,0,85.23,112.48,0.13,1000,2.4000000000000004,N/A
2017,1,3,5,45,2.1,0,0,0,0,85.69,109.60000000000001,0.13,1000,2.4000000000000004,N/A
2017,1,3,6,0,2.1,0,0,0,0,85.69,106.75,0.13,1000,2.4000000000000004,N/A
2017,1,3,6,15,2.1,0,0,0,0,85.69,103.93,0.13,1000,2.5,N/A
2017,1,3,6,30,2.2,0,0,0,0,85.08,101.14,0.13,1000,2.5,N/A
2017,1,3,6,45,2.2,0.1,0,0,0,86.06,98.39,0.13,1000,2.5,N/A
2017,1,3,7,0,2.3000000000000003,0.1,0,0,0,85.45,95.69,0.13,1000,2.5,N/A
2017,1,3,7,15,2.8000000000000003,0.1,0,0,0,82.47,93.03,0.13,1000,2.7,N/A
2017,1,3,7,30,3.3000000000000003,0.1,0,0,0,79.61,89.86,0.13,1000,2.8000000000000003,N/A
2017,1,3,7,45,3.8000000000000003,0.7000000000000001,9,0,9,80.07000000000001,87.59,0.13,1000,3,N/A
2017,1,3,8,0,4.3,0.7000000000000001,20,0,20,77.31,85.21000000000001,0.13,1000,3.1,N/A
2017,1,3,8,15,4.800000000000001,0.7000000000000001,33,0,33,74.74,82.84,0.13,1001,3.2,N/A
2017,1,3,8,30,5.2,0.7000000000000001,48,0,48,72.69,80.53,0.13,1001,3.4000000000000004,N/A
2017,1,3,8,45,5.7,1.2000000000000002,65,0,65,72.65,78.29,0.13,1001,3.5,N/A
2017,1,3,9,0,6.1000000000000005,1.2000000000000002,83,0,83,70.67,76.14,0.13,1001,3.6,N/A
2017,1,3,9,15,6.6000000000000005,1.2000000000000002,99,8,101,68.28,74.09,0.13,1001,3.6,N/A
2017,1,3,9,30,7.1000000000000005,1.2000000000000002,74,681,283,65.98,72.15,0.13,1001,3.6,N/A
2017,1,3,9,45,7.6000000000000005,2.4000000000000004,77,716,318,69.81,70.32000000000001,0.13,1001,3.5,N/A
2017,1,3,10,0,8.1,2.4000000000000004,80,741,350,67.48,68.63,0.13,1001,3.5,N/A
2017,1,3,10,15,8.5,2.4000000000000004,84,762,380,65.68,67.07000000000001,0.13,1001,3.5,N/A
2017,1,3,10,30,9,2.4000000000000004,86,780,407,63.5,65.66,0.13,1001,3.5,N/A
2017,1,3,10,45,9.4,3.8000000000000003,91,781,429,68.06,64.42,0.13,1000,3.5,N/A
2017,1,3,11,0,9.9,3.8000000000000003,93,793,449,65.82000000000001,63.34,0.13,1000,3.6,N/A
2017,1,3,11,15,10.200000000000001,3.8000000000000003,95,803,466,64.52,62.45,0.13,1000,3.5,N/A
2017,1,3,11,30,10.4,3.8000000000000003,96,810,479,63.67,61.74,0.13,1000,3.5,N/A
2017,1,3,11,45,10.700000000000001,4.5,95,819,489,65.71000000000001,61.230000000000004,0.13,1000,3.5,N/A
2017,1,3,12,0,10.9,4.5,96,822,495,64.85,60.910000000000004,0.13,1000,3.5,N/A
2017,1,3,12,15,11.100000000000001,4.5,96,823,497,63.93,60.800000000000004,0.13,999,3.4000000000000004,N/A
2017,1,3,12,30,11.200000000000001,4.5,96,822,496,63.51,60.89,0.13,999,3.4000000000000004,N/A
2017,1,3,12,45,11.3,4.9,93,825,491,64.55,61.19,0.13,999,3.3000000000000003,N/A
2017,1,3,13,0,11.4,4.9,93,817,480,64.12,61.68,0.13,999,3.3000000000000003,N/A
2017,1,3,13,15,11.5,4.9,91,810,467,63.7,62.370000000000005,0.13,999,3.2,N/A
2017,1,3,13,30,11.5,4.9,90,801,451,63.7,63.24,0.13,999,3.1,N/A
2017,1,3,13,45,11.5,5,178,286,302,64.3,64.3,0.13,999,3,N/A
2017,1,3,14,0,11.5,5,176,209,263,64.3,65.53,0.13,999,2.9000000000000004,N/A
2017,1,3,14,15,11.200000000000001,5,164,217,249,65.58,66.92,0.13,999,2.7,N/A
2017,1,3,14,30,11,5,151,66,176,66.46000000000001,68.46000000000001,0.13,999,2.5,N/A
2017,1,3,14,45,10.700000000000001,5.2,139,71,163,68.63,70.14,0.13,999,2.2,N/A
2017,1,3,15,0,10.5,5.2,122,43,135,69.54,71.95,0.13,999,2,N/A
2017,1,3,15,15,9.9,5.2,105,25,112,72.38,73.89,0.13,999,2,N/A
2017,1,3,15,30,9.4,5.2,67,594,211,74.84,75.93,0.13,999,1.9000000000000001,N/A
